# Site = LSAMA-Tunisia
# Contact = ammarahmed.ph@gmail.com
# Longitude = 10.14
# Latitude = 36.83
#
# UTC_Offset = +01:00
# TimeZone = Central Europe Time (CET)
#
# UTC_StartTime = 2014-10-26 00:00:00
# LogInterval = 5
# LogType = filtered
# MonitorID = 271
# StationID = GBZ
# Frequency = 19580
#UTC_EndTime=2014-10-26 23:59:55
#DataMin=146.855836312
#DataMax=4028.997499
#dataquality_average_v0.1=0.041617 
#dataquality_max_v0.1=0.403593
2014-10-26 00:00:00, 1502.96586401
2014-10-26 00:00:05, 1502.96586401
2014-10-26 00:00:10, 1502.96586401
2014-10-26 00:00:15, 1502.96586401
2014-10-26 00:00:20, 1502.96586401
2014-10-26 00:00:25, 1503.48411401
2014-10-26 00:00:30, 1504.00236401
2014-10-26 00:00:35, 1504.52061401
2014-10-26 00:00:40, 1505.038864
2014-10-26 00:00:45, 1505.557114
2014-10-26 00:00:50, 1506.075364
2014-10-26 00:00:55, 1506.59361399
2014-10-26 00:01:00, 1507.11186399
2014-10-26 00:01:05, 1501.46388779
2014-10-26 00:01:10, 1495.8159116
2014-10-26 00:01:15, 1490.1679354
2014-10-26 00:01:20, 1484.51995921
2014-10-26 00:01:25, 1478.87198301
2014-10-26 00:01:30, 1472.70575682
2014-10-26 00:01:35, 1466.53953062
2014-10-26 00:01:40, 1460.37330443
2014-10-26 00:01:45, 1454.20707823
2014-10-26 00:01:50, 1448.04085204
2014-10-26 00:01:55, 1441.87462585
2014-10-26 00:02:00, 1435.70839965
2014-10-26 00:02:05, 1436.70998135
2014-10-26 00:02:10, 1443.87778925
2014-10-26 00:02:15, 1451.04559714
2014-10-26 00:02:20, 1458.21340503
2014-10-26 00:02:25, 1464.10541994
2014-10-26 00:02:30, 1469.99743484
2014-10-26 00:02:35, 1475.88944974
2014-10-26 00:02:40, 1481.78146465
2014-10-26 00:02:45, 1487.67347955
2014-10-26 00:02:50, 1488.39341047
2014-10-26 00:02:55, 1489.11334139
2014-10-26 00:03:00, 1489.8332723
2014-10-26 00:03:05, 1490.55320322
2014-10-26 00:03:10, 1484.10532625
2014-10-26 00:03:15, 1477.65744927
2014-10-26 00:03:20, 1471.2095723
2014-10-26 00:03:25, 1464.76169532
2014-10-26 00:03:30, 1459.58961134
2014-10-26 00:03:35, 1454.41752735
2014-10-26 00:03:40, 1449.24544337
2014-10-26 00:03:45, 1444.07335938
2014-10-26 00:03:50, 1439.07875901
2014-10-26 00:03:55, 1439.25624262
2014-10-26 00:04:00, 1439.43372623
2014-10-26 00:04:05, 1439.61120984
2014-10-26 00:04:10, 1439.78869345
2014-10-26 00:04:15, 1439.96617706
2014-10-26 00:04:20, 1440.14366067
2014-10-26 00:04:25, 1440.32114428
2014-10-26 00:04:30, 1440.49862789
2014-10-26 00:04:35, 1440.6761115
2014-10-26 00:04:40, 1440.85359512
2014-10-26 00:04:45, 1441.03107873
2014-10-26 00:04:50, 1441.43416216
2014-10-26 00:04:55, 1441.65976198
2014-10-26 00:05:00, 1442.13640784
2014-10-26 00:05:05, 1442.61305369
2014-10-26 00:05:10, 1443.08969955
2014-10-26 00:05:15, 1443.5663454
2014-10-26 00:05:20, 1444.04299126
2014-10-26 00:05:25, 1444.51963711
2014-10-26 00:05:30, 1444.99628297
2014-10-26 00:05:35, 1445.47292882
2014-10-26 00:05:40, 1445.94957468
2014-10-26 00:05:45, 1453.15796482
2014-10-26 00:05:50, 1460.36635497
2014-10-26 00:05:55, 1469.63469375
2014-10-26 00:06:00, 1478.90303253
2014-10-26 00:06:05, 1491.63230184
2014-10-26 00:06:10, 1504.36157115
2014-10-26 00:06:15, 1517.09084045
2014-10-26 00:06:20, 1532.1183172
2014-10-26 00:06:25, 1547.14579395
2014-10-26 00:06:30, 1562.17327069
2014-10-26 00:06:35, 1577.20074744
2014-10-26 00:06:40, 1592.22822419
2014-10-26 00:06:45, 1607.25570093
2014-10-26 00:06:50, 1615.55143339
2014-10-26 00:06:55, 1623.84716585
2014-10-26 00:07:00, 1630.27674921
2014-10-26 00:07:05, 1636.70633258
2014-10-26 00:07:10, 1639.9630311
2014-10-26 00:07:15, 1643.21972961
2014-10-26 00:07:20, 1645.67683614
2014-10-26 00:07:25, 1645.83573523
2014-10-26 00:07:30, 1642.63788721
2014-10-26 00:07:35, 1639.44003919
2014-10-26 00:07:40, 1636.24219117
2014-10-26 00:07:45, 1633.04434315
2014-10-26 00:07:50, 1629.84649513
2014-10-26 00:07:55, 1626.64864711
2014-10-26 00:08:00, 1618.81057894
2014-10-26 00:08:05, 1609.48226505
2014-10-26 00:08:10, 1600.15395115
2014-10-26 00:08:15, 1590.28654555
2014-10-26 00:08:20, 1578.5000704
2014-10-26 00:08:25, 1565.21837894
2014-10-26 00:08:30, 1551.93668748
2014-10-26 00:08:35, 1542.01174312
2014-10-26 00:08:40, 1532.08679877
2014-10-26 00:08:45, 1522.16185442
2014-10-26 00:08:50, 1512.23691006
2014-10-26 00:08:55, 1502.31196571
2014-10-26 00:09:00, 1492.38702136
2014-10-26 00:09:05, 1487.10229716
2014-10-26 00:09:10, 1482.88841931
2014-10-26 00:09:15, 1478.67454146
2014-10-26 00:09:20, 1474.46066361
2014-10-26 00:09:25, 1472.35025848
2014-10-26 00:09:30, 1469.031146
2014-10-26 00:09:35, 1465.71203353
2014-10-26 00:09:40, 1462.39292105
2014-10-26 00:09:45, 1459.07380858
2014-10-26 00:09:50, 1455.75469611
2014-10-26 00:09:55, 1452.43558363
2014-10-26 00:10:00, 1449.11647116
2014-10-26 00:10:05, 1445.79735868
2014-10-26 00:10:10, 1442.47824621
2014-10-26 00:10:15, 1439.15913374
